Id,SalePrice
1461,126954.86779453044
1462,160572.0841261559
1463,160060.063420374
1464,179042.744967641
1465,206342.89729180274
1466,177439.27549584286
1467,164779.5023631704
1468,170251.08700018295
1469,191441.71067250794
1470,112018.20527946067
1471,192421.21215443072
1472,121774.08726178817
1473,113084.76288664088
1474,148039.9023942227
1475,151639.40319795103
1476,354275.04609441385
1477,257452.21844144896
1478,294399.7233874362
1479,275959.0503951118
1480,390054.24280092755
1481,299089.9852938904
1482,219243.64024452498
1483,178384.66959589877
1484,174781.21122556808
1485,184325.9402459987
1486,200985.91477552336
1487,317773.69020359154
1488,248940.5746191483
1489,197064.59790597003
1490,183340.94408605734
1491,199842.71051677567
1492,114482.40432836444
1493,181388.81964432896
1494,288961.0169250832
1495,275639.5713503485
1496,203665.95463488728
1497,185606.4961207082
1498,163440.37494763508
1499,160725.98795755627
1500,146112.9744206329
1501,162810.6019658391
1502,160819.2934793005
1503,256863.77818485507
1504,235412.86356063423
1505,209137.11057806082
1506,183547.76341979462
1507,212780.1789572812
1508,190862.76954271138
1509,166402.0849370254
1510,142472.95246722095
1511,144036.90947691232
1512,152344.75224434098
1513,167032.71831253852
1514,150383.16222739677
1515,169619.04602212916
1516,163859.4568326727
1517,152436.59847268974
1518,142966.10692136522
1519,206785.36157458698
1520,136070.80414849994
1521,141627.2270836825
1522,169242.48191368798
1523,117263.8163952087
1524,129001.63747182046
1525,127648.93938853336
1526,130837.25409003823
1527,99220.55311551712
1528,136835.5763028122
1529,139482.94580101824
1530,162759.86861825746
1531,105462.79709902401
1532,109098.77390021588
1533,135406.57917651575
1534,132154.15691104624
1535,144485.34126617594
1536,119562.80683073717
1537,71287.85488341746
1538,183295.66734496207
1539,221242.72654324098
1540,133389.4203626531
1541,145620.35869530466
1542,135235.6285558011
1543,198570.31172150906
1544,86649.60843893273
1545,127094.87818751007
1546,131324.13223767697
1547,128114.46432465375
1548,139934.15559616254
1549,114569.02675122985
1550,128780.23067703967
1551,127461.91555097066
1552,118219.45073992312
1553,149879.78085349186
1554,126269.02661138939
1555,158516.37413683548
1556,118634.09074188878
1557,125869.32616985908
1558,125436.21032065032
1559,107807.6685348807
1560,128791.83063595956
1561,132020.883539934
1562,126796.73624192021
1563,126986.6364668291
1564,144609.676979288
1565,145849.94150863288
1566,207973.32184292344
1567,90357.8246010655
1568,198628.50466837164
1569,114501.61392764976
1570,140852.3542011653
1571,120814.3769523789
1572,136727.9645443214
1573,228863.5286441057
1574,144828.37873254728
1575,200973.96150516527
1576,189058.1173475495
1577,191016.2288536598
1578,145949.7539370041
1579,137974.03198184777
1580,198144.00668495303
1581,144200.86544279195
1582,125723.83225504956
1583,287149.4607112319
1584,230956.01806124626
1585,140739.72746147276
1586,67981.56150178029
1587,122303.05744350243
1588,143666.99981911905
1589,109913.01124314658
1590,143518.0653287012
1591,112634.108531109
1592,121428.33393300071
1593,128598.91755289206
1594,120791.5638950168
1595,142198.07367920224
1596,226767.05115871754
1597,165504.777826872
1598,197099.75626171715
1599,185093.96737485597
1600,193268.9105953284
1601,67512.40988420078
1602,124398.77593350175
1603,93329.65816410171
1604,239414.85937805116
1605,242624.9710819002
1606,160594.18824486705
1607,187977.51214744506
1608,200299.9088942409
1609,195869.67687256748
1610,147778.9041080323
1611,146411.3911165495
1612,160865.42130009158
1613,158558.05947868474
1614,117636.20671476953
1615,95792.52605558057
1616,96958.46624253133
1617,96410.08347976697
1618,127510.28737654687
1619,131909.0520582553
1620,169276.0789809827
1621,139397.2608935103
1622,143097.15081161566
1623,263715.5840882576
1624,193309.7515832517
1625,139869.75642283226
1626,167666.44171688467
1627,179062.4537223468
1628,271361.69981582504
1629,187228.93140377637
1630,315993.66520527325
1631,229874.00645892136
1632,251519.50648764742
1633,178624.14779831446
1634,176762.73585545548
1635,172439.64685020238
1636,163846.39744253983
1637,167351.92529424597
1638,217887.524037485
1639,178326.6958066705
1640,251483.8530209014
1641,180428.74054859887
1642,212529.691757618
1643,239914.0777512469
1644,233606.18293376875
1645,154506.95531100332
1646,155292.49383294824
1647,180660.3743560107
1648,138143.03536131958
1649,136954.6108079395
1650,110407.38650109709
1651,113204.39861817304
1652,122530.18933923836
1653,122440.90535547989
1654,152493.37614820886
1655,158389.86342191228
1656,149858.62693097338
1657,153154.04616373518
1658,150542.0161181695
1659,151073.470974399
1660,135441.70955088158
1661,373914.3680428754
1662,359043.24915188993
1663,337402.7065240509
1664,428657.7909123772
1665,302837.3757957283
1666,275884.7696500497
1667,319811.04415215674
1668,302400.7131834086
1669,274918.36503766174
1670,312633.62317218113
1671,237971.9634688325
1672,380797.0631820373
1673,289926.5691923063
1674,249618.05747862565
1675,171295.77424409334
1676,168118.0192327455
1677,198166.40516622775
1678,417270.05631839455
1679,312847.1924987408
1680,319077.26334238047
1681,260353.5506402849
1682,269077.78509792493
1683,188666.20584750132
1684,189146.2146070101
1685,174436.44562221578
1686,178670.99370895178
1687,181360.54787644095
1688,191817.99617307715
1689,197119.00937880666
1690,189682.89992848507
1691,183064.41881840074
1692,256956.8994017046
1693,181447.4341383756
1694,175020.53582856865
1695,180892.0833894448
1696,257515.33057198868
1697,180983.04872567917
1698,313061.03022789926
1699,291804.46172177285
1700,229175.97176657003
1701,272555.5558733053
1702,263433.2814052318
1703,255955.19831201163
1704,262758.7712915029
1705,232529.03676300508
1706,366001.75854331243
1707,207426.42033421271
1708,201100.7968258139
1709,279387.4708438325
1710,225652.60094408123
1711,234968.3374545745
1712,280136.8069038648
1713,225187.85910309316
1714,214739.39829930366
1715,197927.24252242842
1716,184840.36811661947
1717,179968.91539480886
1718,164131.71623581683
1719,207037.57612505232
1720,244188.44753961125
1721,184101.5299284458
