Id,SalePrice
1461,126744.78483063004
1462,158319.9452157973
1463,158484.65800794266
1464,179264.3473373723
1465,207127.9754933665
1466,178694.03444688977
1467,164172.668010031
1468,171578.66566355576
1469,188350.7295901328
1470,111457.32271046136
1471,197172.11525552714
1472,125414.6803147237
1473,117067.54867894847
1474,151923.32692506898
1475,155061.25964084693
1476,380904.8388895687
1477,264646.71886409033
1478,306284.5441898451
1479,291474.36414837756
1480,417386.59352687735
1481,322203.3143145781
1482,217998.51321096678
1483,173009.78819840134
1484,174977.78260107964
1485,176423.9648271019
1486,196653.35055280884
1487,337915.7660816704
1488,257421.60208911882
1489,192975.47779101814
1490,183256.3222587194
1491,192011.20298746607
1492,112841.7534427328
1493,181866.4622941236
1494,303481.8196678719
1495,285118.5617560752
1496,210661.05646203065
1497,179424.76790262776
1498,158517.8384206426
1499,157293.34663833893
1500,145333.1297911782
1501,167824.2187024664
1502,162266.67161729766
1503,269214.08897951763
1504,233261.34992340114
1505,214006.89070462537
1506,181236.14089484737
1507,205301.91338863093
1508,190020.6883846967
1509,166119.1259873611
1510,145535.40365667522
1511,147530.81668733718
1512,151730.25517190548
1513,165621.51436540022
1514,147192.00730346577
1515,161939.79354323342
1516,162291.26315876594
1517,148576.14822158808
1518,140685.73520141753
1519,209265.66807479612
1520,139293.4081127972
1521,145507.82170673937
1522,166260.42641980245
1523,115396.65635584797
1524,127519.02497785675
1525,125938.90537396674
1526,129861.1856495419
1527,94824.49017176496
1528,129169.88927472578
1529,143722.55726608448
1530,162353.32234931158
1531,102149.96095690204
1532,109381.57943001631
1533,136359.23428407768
1534,125625.06724534208
1535,143704.78618994963
1536,118924.45314810224
1537,66686.70568032301
1538,189499.14640125757
1539,238973.1038909278
1540,125768.82031625658
1541,145087.88322719053
1542,132699.76933522144
1543,212989.33814560372
1544,80672.73286802667
1545,122144.71601372739
1546,125751.58316327391
1547,128581.7028196698
1548,135459.6642557914
1549,114272.56744378323
1550,129576.87568722913
1551,122936.51167266257
1552,112186.78188520207
1553,151858.78914531655
1554,122581.42899739633
1555,158080.52072674016
1556,117883.48598873464
1557,126621.74092027728
1558,121720.67679020931
1559,103865.60680969249
1560,129633.35751992012
1561,127287.92226688939
1562,125856.1768288399
1563,126196.67501372371
1564,147066.49075043868
1565,146850.0411504702
1566,208061.98276614925
1567,82810.84413432439
1568,199695.36156348843
1569,114768.52577920782
1570,133521.58910694715
1571,117840.35827839574
1572,138934.77038780114
1573,234831.83946886632
1574,146358.87396101077
1575,199362.31743482736
1576,189197.52181393068
1577,189249.40694630425
1578,148422.8574784523
1579,135438.79848988997
1580,192498.71540012475
1581,145598.405230762
1582,125313.15660085448
1583,310800.0257726541
1584,237068.06680800163
1585,139115.31099210554
1586,63548.358723186684
1587,119251.14234216622
1588,146931.4668986201
1589,106404.04688097931
1590,138842.66406113902
1591,114166.57393688768
1592,120131.05731712995
1593,123768.30993403992
1594,116554.82258751898
1595,143881.16723878193
1596,242812.25739901225
1597,164907.00934525413
1598,186594.67200528368
1599,187364.1196060163
1600,196165.46107357793
1601,62354.51393484973
1602,120312.14025199384
1603,90898.42963320107
1604,259858.23687273593
1605,237886.33653878036
1606,159947.2048629544
1607,181979.2933008309
1608,196625.03539251492
1609,190718.19858819657
1610,148397.4285008373
1611,149355.81383393565
1612,161129.1655997263
1613,159863.84246323354
1614,118732.82751041165
1615,94652.96827644193
1616,94883.17517751998
1617,94019.2255382889
1618,126093.38688818943
1619,131258.6860956748
1620,161510.9863759489
1621,136808.9310619204
1622,142482.34768658105
1623,276799.94560240326
1624,195401.681962131
1625,135505.74461191456
1626,166290.54211169304
1627,179371.52823876962
1628,273164.50996524893
1629,180494.39871541006
1630,338974.0390505846
1631,232175.89587960378
1632,265959.65862962586
1633,172671.95710886602
1634,177554.84138699438
1635,175034.2881547274
1636,163637.57353785925
1637,166478.39583001382
1638,220669.879580138
1639,175868.09709162283
1640,255973.4610407189
1641,177892.246340156
1642,212478.37307512196
1643,239415.43839341658
1644,229091.6507316831
1645,151110.68405907106
1646,151880.03582040247
1647,180187.70293285075
1648,141810.64909227606
1649,138180.38627640466
1650,110168.84093854828
1651,111858.395956935
1652,124005.7357712004
1653,124057.06545099206
1654,157520.97186051277
1655,162007.0146405691
1656,154468.38169905276
1657,158009.3781860284
1658,154732.16733770372
1659,156533.44644406173
1660,132664.32732180785
1661,394781.70636595547
1662,360122.4091187914
1663,366442.1706802858
1664,444357.84301731695
1665,318481.2256937493
1666,289149.0678197142
1667,333573.2630573429
1668,320232.4082099337
1669,278123.92948320427
1670,331218.7397335422
1671,251533.4169666945
1672,422111.3373014919
1673,301176.9175821353
1674,257890.7943016795
1675,170690.46024087805
1676,170355.11585045498
1677,196261.79158940865
1678,440326.3270982334
1679,340724.5710517344
1680,346026.92842743895
1681,266416.4958286838
1682,283735.9929508983
1683,190180.47325555948
1684,181553.23478488732
1685,174743.72952799857
1686,178853.71006374012
1687,173889.91921820788
1688,183857.8995925414
1689,190712.0473845444
1690,183799.41876220313
1691,178461.3365149832
1692,261854.606721988
1693,174188.67540860374
1694,176840.61906935327
1695,175092.70532322946
1696,267775.5347835617
1697,175123.55730709893
1698,327764.8164739828
1699,314405.2343745682
1700,234825.0354979478
1701,278792.29868181923
1702,275613.8736914788
1703,264567.4523779312
1704,276113.49309091177
1705,233775.1426276361
1706,392044.3213860835
1707,205089.3951022509
1708,199431.65730971989
1709,285249.8218630647
1710,222349.84917929166
1711,227996.142914124
1712,301419.9442900543
1713,232340.01933822263
1714,220012.19920330186
1715,192932.03877038605
1716,176092.15416997776
1717,172900.07524291784
1718,163354.37252275125
1719,202942.95800590585
